Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,MonthlyIncome_Squared,DistanceFromHome_Squared,mean_daily_worked_hours,yearly_absents,average_entry_time
41,0,Travel_Rarely,Sales,4,Marketing,Male,1,Research Scientist,Single,1.0,17,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,795804100,36,6.9887229437229434,30,10.000677008177009
29,0,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Research Scientist,Married,9.0,11,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,37006216900,4,7.8749432367149765,31,10.001364734299518
36,0,Travel_Rarely,Human Resources,4,Life Sciences,Female,3,Research Scientist,Single,3.0,11,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,1686744900,1,6.298267085076708,22,10.014143421664341
45,0,Non-Travel,Sales,3,Life Sciences,Female,2,Manufacturing Director,Married,3.0,15,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,7049281600,4,6.324778481012658,24,9.98332044069386
24,1,Travel_Rarely,Sales,2,Medical,Female,2,Manager,Married,1.0,12,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3,402804900,36,6.430741134751773,26,10.010106382978725
47,1,Travel_Frequently,Research & Development,3,Medical,Female,2,Sales Executive,Married,7.0,11,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3,38521912900,1,6.796874090247453,32,9.984072052401746
26,0,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Executive,Married,1.0,14,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,11419059600,81,7.681713534522176,18,9.988876314586191
45,0,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Director,Single,1.0,22,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,865536400,1,6.625135233918129,33,9.999661306042887
32,0,Travel_Frequently,Sales,1,Marketing,Male,2,Laboratory Technician,Married,6.0,16,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,7846416400,1,6.893607565011821,26,10.024049645390072
31,0,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,1.0,11,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,28076353600,196,7.198543735224586,26,9.998544917257684
41,0,Non-Travel,Sales,2,Medical,Male,2,Research Scientist,Married,6.0,14,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,11659680400,4,7.69978044638525,32,9.995031538088307
40,0,Travel_Rarely,Research & Development,2,Technical Degree,Male,1,Healthcare Representative,Married,2.0,16,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3,539632900,484,9.824216149347729,14,9.996749887539362
24,0,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,Divorced,1.0,15,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3,200505600,9,6.013961202938475,19,10.011279843893481
46,0,Travel_Rarely,Research & Development,3,Medical,Male,4,Sales Executive,Single,6.0,12,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,2129822500,36,7.563393458393458,30,10.010865800865801
35,0,Travel_Rarely,Sales,4,Life Sciences,Male,1,Laboratory Technician,Married,2.0,20,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,605652100,64,7.413913043478261,31,9.994175120772947
30,0,Travel_Rarely,Sales,4,Marketing,Male,1,Laboratory Technician,Married,1.0,17,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,7607328400,81,7.298294175232501,34,9.996650758688203
47,0,Non-Travel,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,7.0,12,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,1564202500,9,7.683868086147822,34,10.010745227606462
46,0,Travel_Rarely,Research & Development,4,Technical Degree,Female,3,Sales Executive,Divorced,4.0,20,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,9914184900,1,9.79296449976948,20,10.013318349469802
36,1,Travel_Rarely,Research & Development,3,Medical,Male,2,Manufacturing Director,Divorced,5.0,20,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,1139737600,1,10.406761133603238,14,10.000781601439497
32,1,Travel_Rarely,Research & Development,3,Medical,Female,2,Research Director,Single,6.0,13,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,7784532900,676,7.000198087431694,17,10.00689776867031
23,0,Travel_Rarely,Sales,4,Life Sciences,Male,3,Manufacturing Director,Single,1.0,14,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,10654368400,36,6.011363425925926,21,10.003283564814815
31,0,Travel_Frequently,Sales,3,Marketing,Male,2,Sales Executive,Single,2.0,18,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,2135364100,9,6.504944903581268,19,9.989033516988062
39,0,Non-Travel,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,Married,1.0,11,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,12047257600,9,10.174394353369763,17,10.006163479052823
32,0,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Scientist,Married,3.0,11,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,1339560000,36,7.647353556485355,22,10.013413528591352
40,0,Travel_Rarely,Sales,3,Life Sciences,Male,3,Manufacturing Director,Single,1.0,11,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,10987232400,36,7.936594516594517,30,10.050881433381432
45,0,Travel_Rarely,Research & Development,4,Medical,Male,1,Sales Representative,Married,4.0,15,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,5068016100,361,7.796080498866213,16,9.967527210884354
30,0,Travel_Frequently,Sales,3,Life Sciences,Male,1,Research Director,Single,0.0,12,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,9181472400,81,6.204518762183236,33,10.003302875243664
24,0,Travel_Frequently,Sales,4,Marketing,Male,1,Sales Executive,Married,0.0,11,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,2032206400,9,5.991230822873082,22,10.031651557415156
30,1,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Human Resources,Divorced,6.0,14,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,487084900,100,6.712487425697302,18,9.995401234567902
31,0,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Laboratory Technician,Married,1.0,15,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,6015553600,9,7.615965986394558,16,10.011733560090702
27,0,Travel_Rarely,Sales,3,Life Sciences,Male,1,Manager,Single,1.0,13,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,4480963600,9,6.324247828074989,18,9.994982853223593
29,1,Travel_Rarely,Sales,3,Marketing,Male,5,Research Scientist,Single,1.0,13,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,1362348100,16,6.80957787481805,32,10.004266132945173
29,0,Travel_Frequently,Research & Development,4,Life Sciences,Female,1,Sales Executive,Single,8.0,21,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,565012900,64,8.806621338912135,22,10.006272663877265
30,0,Travel_Rarely,Sales,3,Life Sciences,Male,3,Sales Executive,Divorced,2.0,11,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,534996900,49,7.966133879781421,17,9.988458561020035
34,0,Travel_Rarely,Research & Development,2,Medical,Female,2,Healthcare Representative,Married,0.0,11,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,31205222500,1,9.900068860877685,23,9.9572035480859
33,0,Non-Travel,Research & Development,4,Medical,Male,1,Sales Representative,Single,8.0,14,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,673921600,4,7.385372315592904,23,10.011195144724557
49,0,Travel_Rarely,Sales,4,Marketing,Male,1,Sales Executive,Single,3.0,11,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,2235398400,9,7.704099815583218,20,9.971529506685108
33,1,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Single,2.0,13,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,1850720400,100,8.287419501133787,16,10.030210884353743
38,0,Travel_Frequently,Research & Development,3,Medical,Male,1,Healthcare Representative,Married,4.0,12,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,887444100,784,7.855806878306878,30,10.001806156806156
31,1,Travel_Rarely,Human Resources,4,Human Resources,Male,2,Laboratory Technician,Married,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,28510322500,81,6.192894226103833,32,10.004475982532751
29,0,Travel_Rarely,Research & Development,4,Other,Female,2,Sales Representative,Divorced,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,3128164900,9,6.334084406294707,28,10.01492131616595
30,0,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Representative,Married,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,10909802500,4,6.778561946902655,35,9.957978121927237
32,0,Non-Travel,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Single,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,7638760000,100,5.983953544061302,29,10.02768438697318
38,0,Travel_Rarely,Research & Development,2,Technical Degree,Female,1,Manufacturing Director,Married,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,632019600,64,9.004004922644164,24,10.03744256915143
43,1,Travel_Frequently,Research & Development,4,Other,Male,3,Sales Executive,Married,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,5859902500,1,8.375763888888889,29,9.989430076628354
42,0,Travel_Rarely,Human Resources,3,Other,Female,1,Healthcare Representative,Divorced,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,30502622500,1,6.706082498807821,28,10.021155221745351
33,0,Non-Travel,Research & Development,3,Other,Male,1,Research Scientist,Divorced,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,11707240000,196,6.700411479944675,20,10.006301290917474
34,0,Non-Travel,Research & Development,4,Medical,Female,1,Research Scientist,Divorced,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,38517987600,49,8.18945486111111,21,9.991128472222222
53,0,Non-Travel,Research & Development,4,Medical,Male,2,Healthcare Representative,Married,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,428490000,100,8.101309354226021,27,10.016353276353277
43,0,Travel_Rarely,Sales,2,Marketing,Female,1,Laboratory Technician,Single,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,4599552400,256,6.09770474137931,29,9.990320881226053
34,0,Travel_Rarely,Sales,2,Life Sciences,Female,5,Sales Executive,Single,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,6051284100,100,7.7039595516569195,33,9.979890350877193
21,1,Travel_Rarely,Sales,2,Marketing,Male,5,Healthcare Representative,Single,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,778968100,1,7.524425369575583,28,9.99832618025751
38,0,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,1024640100,64,6.388770180436847,27,10.007795584045583
22,1,Travel_Rarely,Research & Development,3,Other,Male,4,Research Scientist,Married,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,2468102400,1,8.890420081967214,17,9.999817850637523
31,0,Travel_Rarely,Research & Development,5,Life Sciences,Male,5,Sales Executive,Married,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,17213440000,64,7.280066193853428,26,10.009559101654846
51,0,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Manager,Married,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,1626508900,1,6.703338102050548,28,10.011709585121602
37,0,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,1.0,16,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,1083068100,576,8.021012583095917,27,9.954071699905032
46,0,Travel_Rarely,Sales,4,Marketing,Female,1,Sales Representative,Divorced,7.0,13,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,1824998400,9,9.994054373522458,26,10.02558865248227
36,0,Travel_Rarely,Research & Development,3,Technical Degree,Female,4,Research Scientist,Married,7.0,12,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,2556313600,729,9.504157210401893,26,9.992216312056737
44,1,Travel_Frequently,Sales,4,Life Sciences,Male,1,Research Scientist,Divorced,1.0,12,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,808833600,100,9.287852011494254,29,10.030268199233715
37,0,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Sales Executive,Divorced,2.0,14,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,730620900,361,6.133804044630405,22,9.973487912598792
35,1,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,1.0,22,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,362521600,225,8.58257491931766,20,10.000440295066852
33,0,Travel_Rarely,Research & Development,5,Medical,Male,2,Laboratory Technician,Married,6.0,19,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,6763417600,64,7.992180316091955,29,10.002954980842913
28,0,Travel_Rarely,Sales,3,Medical,Female,2,Sales Executive,Married,1.0,12,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,2271475600,81,7.389827423167849,26,10.004295508274232
39,0,Travel_Rarely,Sales,4,Marketing,Female,2,Laboratory Technician,Single,7.0,12,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,681210000,9,6.908993800667621,28,9.988112780162137
46,0,Non-Travel,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Single,8.0,17,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,3284436100,81,6.691906090190609,22,9.99665271966527
40,0,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Director,Married,4.0,12,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,644652100,4,6.555122819100092,19,9.99308310376492
42,0,Travel_Rarely,Research & Development,4,Other,Female,2,Laboratory Technician,Married,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,3264979600,49,6.6004096638655465,23,10.028714985994396
35,0,Non-Travel,Sales,1,Life Sciences,Female,2,Research Director,Divorced,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,1868832900,100,6.702782350251486,18,9.999951989026064
38,0,Non-Travel,Sales,4,Marketing,Male,3,Sales Executive,Divorced,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,5381689600,36,7.757895439107229,32,9.986580543425521
34,1,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Manufacturing Director,Married,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,18222300100,4,7.888297258297259,30,10.000743145743145
37,1,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,18928256400,576,6.19627662037037,21,9.98397337962963
39,0,Travel_Frequently,Research & Development,1,Medical,Male,2,Healthcare Representative,Divorced,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,2657402500,4,6.196037758537758,30,10.02551948051948
43,0,Non-Travel,Human Resources,5,Medical,Female,3,Sales Executive,Single,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,509856400,64,7.399991582491583,30,10.010750360750361
41,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Research Scientist,Single,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,1293840900,9,7.812406189083821,33,9.964489522417153
41,0,Travel_Rarely,Research & Development,1,Technical Degree,Male,3,Laboratory Technician,Divorced,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,632522500,1,10.281769675925926,21,9.999158564814815
30,0,Travel_Rarely,Sales,3,Marketing,Female,2,Manager,Single,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,1953640000,676,7.114706790123456,27,9.986545584045583
26,1,Travel_Rarely,Human Resources,1,Technical Degree,Female,3,Sales Executive,Married,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,4327008400,4,8.71812324929972,23,10.010693277310926
46,1,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Executive,Married,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,1955408400,100,8.02510047281324,26,10.008002364066195
40,0,Travel_Rarely,Sales,2,Medical,Female,3,Sales Executive,Divorced,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,10555507600,729,6.611040528233151,17,9.982740209471766
34,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,2854764900,4,7.37671412037037,21,9.984032407407408
58,0,Non-Travel,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,564537600,4,6.598882058287796,17,9.966132741347906
35,0,Travel_Rarely,Research & Development,1,Technical Degree,Female,3,Manufacturing Director,Married,0.0,14,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,2857971600,64,7.410872849837285,22,10.016104137610414
47,0,Travel_Rarely,Research & Development,5,Medical,Female,2,Research Scientist,Divorced,8.0,14,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,799192900,361,10.678910165484634,26,9.991919621749409
40,0,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Manager,Divorced,2.0,13,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,39772324900,1,7.227091714559387,29,9.973820641762451
54,0,Travel_Rarely,Sales,4,Medical,Male,1,Research Scientist,Married,4.0,14,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,980316100,729,7.074631268436578,35,10.00565511307768
31,0,Travel_Frequently,Sales,4,Other,Female,3,Manufacturing Director,Married,2.0,18,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,651270400,64,7.494165453663269,32,9.96097282872392
28,0,Travel_Rarely,Sales,2,Life Sciences,Male,3,Manager,Married,1.0,15,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,2004352900,1,7.611939871970736,18,9.996775262917238
38,0,Travel_Rarely,Research & Development,3,Medical,Female,2,Manufacturing Director,Married,2.0,13,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,4191267600,361,9.500636716963877,18,9.983959762231366
26,0,Travel_Rarely,Sales,3,Marketing,Female,1,Healthcare Representative,Single,1.0,12,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,919908900,64,6.115757149554618,24,10.009500703234881
58,0,Travel_Frequently,Research & Development,4,Technical Degree,Female,1,Sales Representative,Married,2.0,13,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,862009600,100,9.615240362811791,16,10.019246031746032
18,0,Non-Travel,Research & Development,3,Life Sciences,Male,3,Sales Representative,Single,1.0,24,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,34618323600,4,7.631033478893741,32,10.007637069383794
31,1,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Laboratory Technician,Married,0.0,14,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,470022400,4,6.141918767507002,23,10.014437441643324
29,1,Travel_Rarely,Research & Development,2,Medical,Male,1,Manager,Divorced,4.0,14,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,813960900,64,8.672918925022584,15,10.000832204155374
45,0,Non-Travel,Sales,4,Technical Degree,Male,1,Research Scientist,Married,4.0,15,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3,29063430400,1,7.199625122910521,35,10.003039577187808
36,0,Travel_Rarely,Sales,3,Technical Degree,Female,5,Laboratory Technician,Married,4.0,11,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,524410000,4,10.682005532503457,20,9.98436030428769
43,0,Travel_Frequently,Sales,3,Medical,Male,1,Research Director,Married,1.0,23,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,1296000000,64,7.031896433470507,18,10.005009144947417
27,0,Travel_Frequently,Sales,4,Life Sciences,Male,5,Research Scientist,Single,0.0,13,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,443944900,64,10.221362811791384,16,10.00252380952381
29,0,Travel_Frequently,Research & Development,2,Medical,Male,1,Human Resources,Married,1.0,11,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,1693322500,36,7.692630315500686,18,9.98926268861454
32,0,Travel_Frequently,Sales,4,Life Sciences,Male,4,Sales Executive,Single,8.0,13,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,1872292900,81,7.596130519165453,32,9.97245633187773
42,0,Non-Travel,Research & Development,3,Medical,Male,1,Manager,Married,3.0,18,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,31883673600,121,6.496671315667132,22,10.006908414690841
47,0,Travel_Rarely,Sales,2,Life Sciences,Female,5,Manager,Single,4.0,14,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3,1021441600,4,6.1155828584995255,27,10.004434947768281
46,0,Travel_Rarely,Human Resources,3,Life Sciences,Female,1,Laboratory Technician,Divorced,3.0,21,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4,36408456100,1,7.192263244256916,24,9.99821495546179
28,0,Non-Travel,Research & Development,3,Life Sciences,Male,1,Sales Executive,Divorced,1.0,16,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3,8038915600,49,7.716707027540361,27,10.003562440645775
29,0,Travel_Rarely,Research & Development,3,Medical,Female,1,Manufacturing Director,Divorced,8.0,11,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3,488410000,256,8.04127258355917,15,10.018453026196928
42,0,Travel_Rarely,Sales,4,Medical,Female,2,Research Director,Single,4.0,17,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3,2060252100,4,6.596468764902242,28,9.987358130662852
32,1,Travel_Rarely,Research & Development,1,Medical,Male,2,Laboratory Technician,Single,7.0,11,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3,751308100,1,10.426699954086319,19,10.016431359044995
46,0,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,Divorced,2.0,14,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3,1218708100,529,7.880292397660819,33,9.996962719298246
27,0,Travel_Rarely,Sales,3,Life Sciences,Female,5,Research Scientist,Married,1.0,14,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3,2062068100,4,7.124595624385448,35,9.98968657817109
29,0,Travel_Rarely,Research & Development,2,Medical,Male,3,Sales Executive,Married,1.0,25,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4,717168400,1,7.963377871542429,24,10.00331809657759
43,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Manufacturing Director,Married,7.0,13,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3,5444964100,1,6.286693587860988,34,9.999331864904551
48,0,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Manager,Married,4.0,14,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3,3933798400,4,6.085625909752547,32,10.022734109655508
29,1,Travel_Frequently,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Single,1.0,17,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3,2724840000,169,8.599234594856867,32,10.004919941775837
46,1,Travel_Rarely,Research & Development,4,Medical,Female,2,Sales Representative,Married,5.0,25,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4,752404900,16,7.8881041666666665,21,9.982685185185185
27,0,Travel_Frequently,Research & Development,4,Medical,Male,3,Healthcare Representative,Married,0.0,20,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4,2498000400,256,7.678046139359699,25,9.99593691148776
39,0,Travel_Rarely,Research & Development,3,Technical Degree,Male,3,Healthcare Representative,Divorced,8.0,13,1,7.0,3,2,2,2,4.0,4.0,3.0,3,3,10510350400,4,6.535387205387205,30,9.996684704184704
55,0,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Human Resources,Married,8.0,13,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3,773396100,4,6.190505162241887,35,9.98859144542773
28,0,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Married,1.0,18,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3,4694990400,841,6.993290686952513,20,10.010480636237899
30,1,Travel_Rarely,Sales,4,Life Sciences,Female,2,Sales Executive,Single,1.0,12,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,2450250000,144,7.683623685413808,18,10.023129858253316
22,1,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Laboratory Technician,Single,1.0,19,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,1280924100,256,10.50865587695133,19,10.03238751147842
36,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,1.0,14,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,17400248100,121,9.496987922705314,31,9.99575966183575
31,0,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Manager,Divorced,1.0,14,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,10768212900,4,7.516973022405121,18,10.010253772290808
34,0,Travel_Rarely,Sales,2,Technical Degree,Female,1,Sales Executive,Married,2.0,14,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,499522500,196,8.095313852813854,30,10.002578162578162
29,0,Travel_Rarely,Research & Development,5,Life Sciences,Female,1,Sales Executive,Single,3.0,12,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,11029200400,25,7.075585399449036,19,10.000255968778697
37,0,Travel_Rarely,Research & Development,2,Medical,Male,1,Manufacturing Director,Married,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,404412100,49,8.703231884057972,31,10.016277777777777
35,0,Travel_Rarely,Sales,1,Technical Degree,Male,2,Laboratory Technician,Married,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,345588100,4,10.515715105601469,19,10.048481404958677
45,0,Travel_Rarely,Research & Development,3,Medical,Female,2,Sales Executive,Married,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,1413760000,9,7.114031279178338,23,9.9818837535014
36,0,Travel_Frequently,Research & Development,3,Medical,Female,4,Manufacturing Director,Single,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,31609284100,25,6.537147667147667,30,9.999654882154882
40,0,Travel_Rarely,Research & Development,3,Other,Male,1,Sales Executive,Divorced,2.0,13,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3,4668988900,9,6.808731725146199,33,9.996488791423003
26,0,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Human Resources,Married,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,4640334400,676,9.306218303365608,20,9.998144306131858
27,0,Travel_Rarely,Research & Development,3,Technical Degree,Male,2,Manufacturing Director,Single,0.0,20,1,9.0,1,8,0,7,1.0,3.0,2.0,2,4,2673924100,16,7.593683261183261,30,10.00601972101972
48,0,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Research Director,Divorced,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,38966760000,4,7.185576131687243,18,9.989921124828532
44,0,Travel_Rarely,Sales,2,Medical,Male,4,Manager,Married,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,35010152100,1,7.078182471264368,29,10.007248563218392
34,1,Non-Travel,Research & Development,2,Life Sciences,Female,1,Sales Representative,Married,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,1363086400,729,10.214114959114958,30,9.992786195286195
